id,place,tag_list,count,avg_score,first_tag,second_tag,third_tag,fourth_tag,fifth_tag
1474,세빛섬,"['음식, 식사', '먹다', '산책', '아이', '공원', '관광지', '전시관']",50,3.8,"음식, 식사",먹다,산책,아이,아이
1475,국립 서울 현충원,"['산책', '전쟁', '친구', '아이', '역사', '공원', '가족']",28,4.321428571,산책,전쟁,친구,아이,아이
1476,정동전망대,"['궁전', '음식, 식사', '전망대', '싸다, 저렴하다', '가격', '먹다', '휴식']",19,4.3684210530000005,궁전,"음식, 식사",전망대,"싸다, 저렴하다","싸다, 저렴하다"
1477,보신각,"['역사', '이벤트', '먹다', '문화', '공원', '휴식', '음식, 식사']",20,3.75,역사,이벤트,먹다,문화,문화
1478,백인제가옥,"['역사', '박물관', '관광지', '구매', '영화', '문화', '풍경']",15,4.6,역사,박물관,관광지,구매,구매
1479,Statue of Gangnam Style,"['쇼핑', '재미', '친구', '싸다, 저렴하다', '아이', '문화', '박물관']",25,3.48,쇼핑,재미,친구,"싸다, 저렴하다","싸다, 저렴하다"
1480,국회 의사당,"['산책', '가족', '음식, 식사', '관광지', '먹다', '공원', '나들이']",33,3.727272727,산책,가족,"음식, 식사",관광지,관광지
1481,독립문,"['역사', '공원', '산책', '재미', '시장', '먹다', '아이']",18,4.1111111110000005,역사,공원,산책,재미,재미
1482,서울 정릉,"['산책', '공원', '역사', '휴식', '관광지', '돈', '활동']",13,4.153846154,산책,공원,역사,휴식,휴식
1483,화계사,"['관광지', '가족', '역사', '친구', '음식, 식사', '활동', '호텔']",8,4.5,관광지,가족,역사,친구,친구
1484,서울성공회성당,"['궁전', '역사', '산책', '풍경']",10,4.6,궁전,역사,산책,풍경,풍경
1485,연세대학교 신촌캠퍼스,"['역사', '싸다, 저렴하다', '먹다', '음식, 식사', '자연', '나들이', '관광지']",12,4.333333333,역사,"싸다, 저렴하다",먹다,"음식, 식사","음식, 식사"
1486,연세로,"['음식, 식사', '쇼핑', '먹다', '싸다, 저렴하다', '산책', '역사', '공연']",14,4.0,"음식, 식사",쇼핑,먹다,"싸다, 저렴하다","싸다, 저렴하다"
1487,몽촌토성,"['산책', '공원', '힐링', '휴식', '유적지', '박물관', '역사']",11,4.6363636360000005,산책,공원,힐링,휴식,휴식
1488,진관사,"['산책', '음식, 식사', '관광지', '유적지', '역사', '강좌', '공원']",9,4.666666667,산책,"음식, 식사",관광지,유적지,유적지
1489,이태원 앤틱 가구 거리,"['상품', '가격', '쇼핑', '구매', '비싸다', '싸다, 저렴하다', '음식, 식사']",21,3.714285714,상품,가격,쇼핑,구매,구매
1490,동대문성곽공원,"['공원', '박물관', '음식, 식사', '산책', '휴식', '아이']",8,4.125,공원,박물관,"음식, 식사",산책,산책
1491,원각사지 10층석탑,"['공원', '역사', '싸다, 저렴하다', '휴식', '문화']",6,4.333333333,공원,역사,"싸다, 저렴하다",휴식,휴식
1492,덕수궁 돌담길,"['궁전', '산책', '미술', '미술관', '음식, 식사', '관광지', '풍경']",7,4.0,궁전,산책,미술,미술관,미술관
1493,양화진 외국인 선교사 묘원,"['역사', '가족', '아이', '커플', '친구', '영화', '활동']",10,4.9,역사,가족,아이,커플,커플
1494,KBS 온,"['전시관', '재미', '가족', '공원', '아이', '친구', '역사']",11,3.9090909089999997,전시관,재미,가족,공원,공원
1495,낙산 묘각사,"['먹다', '재미', '역사', '음식, 식사', '호텔', '문화', '유익하다']",4,5.0,먹다,재미,역사,"음식, 식사","음식, 식사"
1496,삼청공원,"['공원', '산책', '아이', '궁전', '먹다', '자연', '전망대']",7,4.714285714,공원,산책,아이,궁전,궁전
1497,망원 한강공원,"['공원', '산책', '먹다', '재미', '음식, 식사', '자연']",9,4.555555556,공원,산책,먹다,재미,재미
1498,올림픽공원 세계평화의문,"['산책', '공원', '커플', '문화']",5,4.6,산책,공원,커플,문화,문화
1499,환구단,"['호텔', '궁전', '역사', '공원', '친구', '유적지', '관광지']",8,4.25,호텔,궁전,역사,공원,공원
1500,도선사,"['재미', '분수', '음식, 식사', '공원', '호텔']",6,4.333333333,재미,분수,"음식, 식사",공원,공원
1501,혜화문 (홍화문),"['궁전', '쇼핑']",4,4.0,궁전,쇼핑,Nan,Nan,Nan
1502,서울 석촌동 고분군,"['산책', '역사', '유적지', '공원', '휴식', '먹다', '자연']",14,4.071428571,산책,역사,유적지,공원,공원
1503,봉원사,"['체험', '음식, 식사', '산책', '문화', '유적지', '싸다, 저렴하다', '비싸다']",5,4.0,체험,"음식, 식사",산책,문화,문화
1504,중앙고등학교 (겨울연가 촬영지),"['산책', '친구', '음식, 식사', '궁전', '쇼핑', '상품', '아이']",10,3.6,산책,친구,"음식, 식사",궁전,궁전
1505,구러시아 공사관,"['역사', '공원', '전쟁']",4,3.75,역사,공원,전쟁,Nan,Nan
1506,북악스카이웨이,"['먹다', '음식, 식사', '전망대', '재미', '커플', '풍경', '산책']",5,4.8,먹다,"음식, 식사",전망대,재미,재미
1507,문묘,['문화'],4,4.25,문화,Nan,Nan,Nan,Nan
1508,한류스타거리,"['재미', '음식, 식사', '쇼핑', '산책', '호텔', '아이', '비싸다']",4,4.5,재미,"음식, 식사",쇼핑,산책,산책
1509,마포대교,"['공원', '재미', '비싸다', '먹다', '음식, 식사', '강좌']",6,4.5,공원,재미,비싸다,먹다,먹다
1510,약현성당,"['먹다', '역사', '커플', '박물관', '전시관']",6,4.166666667,먹다,역사,커플,박물관,박물관
1511,잠실종합운동장,"['경기', '콘서트', '게임', '재미', '산책', '가족', '음식, 식사']",9,4.222222222,경기,콘서트,게임,재미,재미
1512,경춘선숲길,"['음식, 식사', '공원', '산책', '가족', '시장', '휴식']",7,4.285714286,"음식, 식사",공원,산책,가족,가족
1513,해방촌,"['음식, 식사', '재미', '쇼핑', '먹다', '문화']",4,4.5,"음식, 식사",재미,쇼핑,먹다,먹다
1514,덕수궁 중명전,"['역사', '궁전', '박물관', '먹다', '전시관']",6,4.166666667,역사,궁전,박물관,먹다,먹다
1515,경의선책거리,['아이'],3,4.333333333,아이,Nan,Nan,Nan,Nan
1516,국제선센터,"['음식, 식사', '재미', '친구', '휴식', '활동', '문화', '여유']",5,5.0,"음식, 식사",재미,친구,휴식,휴식
1517,국립 4.19 민주 묘지,"['산책', '음식, 식사', '공원', '역사', '나들이', '가족', '휴식']",4,4.5,산책,"음식, 식사",공원,역사,역사
1518,화랑대역 - 폐역,"['먹다', '가족', '전시관', '나들이', '박물관', '역사', '싸다, 저렴하다']",4,4.5,먹다,가족,전시관,나들이,나들이
1519,태릉,"['아이', '역사', '관광지', '가족', '산책', '여유', '나들이']",7,4.1428571430000005,아이,역사,관광지,가족,가족
1520,숙정문,['공원'],1,4.0,공원,Nan,Nan,Nan,Nan
1521,이화벽화마을,"['음식, 식사', '쇼핑', '영화', '관광지', '공원', '풍경', '자연']",4,4.5,"음식, 식사",쇼핑,영화,관광지,관광지
1522,목동종합운동장,"['아이', '경기', '역사', '산책']",8,3.5,아이,경기,역사,산책,산책
1523,뚝섬 전망문화 콤플렉스 J-Bug,"['공원', '음식, 식사', '전시관', '문화', '체험', '쇼핑', '커플']",6,4.0,공원,"음식, 식사",전시관,문화,문화
1524,정동교회,"['궁전', '재미', '미술', '미술관']",3,4.0,궁전,재미,미술,미술관,미술관
1525,종각젊음의거리,"['음식, 식사', '친구', '먹다', '쇼핑', '돈', '시장', '관광지']",17,3.411764706,"음식, 식사",친구,먹다,쇼핑,쇼핑
1526,창의문 (자하문),"['산책', '궁전', '음식, 식사', '자연']",6,3.833333333,산책,궁전,"음식, 식사",자연,자연
1527,북촌 문화 센터,"['문화', '휴식', '강좌', '궁전', '역사', '관광지', '전시관']",8,3.75,문화,휴식,강좌,궁전,궁전
1528,암사동선사주거지,"['체험', '아이', '유적지', '나들이', '가족', '산책', '박물관']",5,4.4,체험,아이,유적지,나들이,나들이
1529,선유교,"['공원', '분수', '먹다']",6,3.833333333,공원,분수,먹다,Nan,Nan
1530,평화의소녀상,"['먹다', '역사', '전쟁']",4,4.75,먹다,역사,전쟁,Nan,Nan
1531,칠궁,"['궁전', '관광지', '친구', '역사']",2,4.5,궁전,관광지,친구,역사,역사
1532,동묘,"['시장', '재미', '싸다, 저렴하다', '유적지', '관광지', '쇼핑', '공원']",8,3.625,시장,재미,"싸다, 저렴하다",유적지,유적지
1533,광진교8번가,"['전망대', '공원', '산책', '재미', '미술관', '아이', '강좌']",6,4.0,전망대,공원,산책,재미,재미
1534,경교장,"['역사', '문화', '전시관']",5,4.2,역사,문화,전시관,Nan,Nan
1535,우정총국,"['역사', '관광지', '공원', '궁전']",3,3.666666667,역사,관광지,공원,궁전,궁전
1536,헌릉과 인릉,"['재미', '시장', '싸다, 저렴하다', '휴식']",5,4.4,재미,시장,"싸다, 저렴하다",휴식,휴식
1537,문화비축기지,"['문화', '시장', '음식, 식사', '공원', '아이', '전시관', '미술관']",6,3.333333333,문화,시장,"음식, 식사",공원,공원
1538,청담동 패션 거리,"['비싸다', '쇼핑', '음식, 식사', '재미', '관광지', '예술', '엔터테인먼트']",6,4.0,비싸다,쇼핑,"음식, 식사",재미,재미
1539,북악팔각정,"['전망대', '유적지', '나들이', '커플', '친구', '공원', '궁전']",10,3.5,전망대,유적지,나들이,커플,커플
1540,은평 한옥마을,"['관광지', '음식, 식사', '풍경']",2,4.5,관광지,"음식, 식사",풍경,Nan,Nan
1541,노들섬,"['체험', '가족', '먹다', '음식, 식사', '공연', '산책']",2,4.0,체험,가족,먹다,"음식, 식사","음식, 식사"
1542,평화시장,"['쇼핑', '시장', '싸다, 저렴하다', '가격', '먹다', '상품', '구매']",16,3.125,쇼핑,시장,"싸다, 저렴하다",가격,가격
1543,돈의문 박물관 마을,"['체험', '공연', '돈', '문화', '게임', '영화', '박물관']",2,4.5,체험,공연,돈,문화,문화
1544,영화사,['돈'],2,4.5,돈,Nan,Nan,Nan,Nan
1545,망우리공원,"['공원', '문화', '박물관', '역사', '산책']",2,5.0,공원,문화,박물관,역사,역사
1546,김포공항 전망대,"['전망대', '돈', '먹다', '아이', '체험']",5,4.0,전망대,돈,먹다,아이,아이
1547,대각사,[],2,4.0,Nan,Nan,Nan,Nan,Nan
1548,광희문,"['역사', '전쟁', '휴식']",3,3.666666667,역사,전쟁,휴식,Nan,Nan
1549,봉화산,"['휴식', '아이', '산책']",1,5.0,휴식,아이,산책,Nan,Nan
1550,그린월,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1551,빛타래,[],2,4.5,Nan,Nan,Nan,Nan,Nan
1553,대오서점,"['음식, 식사', '역사']",2,4.0,"음식, 식사",역사,Nan,Nan,Nan
1554,서촌 세종마을 골목길,"['음식, 식사', '싸다, 저렴하다', '비싸다', '먹다']",1,4.0,"음식, 식사","싸다, 저렴하다",비싸다,먹다,먹다
1555,스트리트뮤지엄,"['예술', '재미']",2,3.5,예술,재미,Nan,Nan,Nan
1557,정동1928 아트센터,"['공연', '예술', '역사', '활동', '문화', '전시관']",2,4.5,공연,예술,역사,활동,활동
1558,평화의 소녀상,"['먹다', '역사', '전쟁', '박물관']",2,5.0,먹다,역사,전쟁,박물관,박물관
1559,북한산둘레길,"['음식, 식사', '산책']",1,4.0,"음식, 식사",산책,Nan,Nan,Nan
1560,오지엔 이 스포츠 스타디움,"['경기', '재미', '친구', '구매']",2,4.5,경기,재미,친구,구매,구매
1561,성우이용원,"['쇼핑', '시장', '호텔']",1,4.0,쇼핑,시장,호텔,Nan,Nan
1562,사모바위,"['음식, 식사', '휴식', '풍경']",2,4.5,"음식, 식사",휴식,풍경,Nan,Nan
1563,풍납토성,"['영화', '유적지', '문화', '역사', '박물관', '아이']",3,4.0,영화,유적지,문화,역사,역사
1565,피크닉,"['음식, 식사', '전시관', '싸다, 저렴하다', '비싸다', '미술관', '가격', '친구']",5,3.6,"음식, 식사",전시관,"싸다, 저렴하다",비싸다,비싸다
1566,육군 사관학교,"['관광지', '박물관', '산책']",2,3.5,관광지,박물관,산책,Nan,Nan
1567,만해 한용운 심우장,"['강좌', '음식, 식사', '전시관', '역사']",2,4.5,강좌,"음식, 식사",전시관,역사,역사
1568,서울 의릉,"['관광지', '자연']",1,4.0,관광지,자연,Nan,Nan,Nan
1569,강동구립해공도서관,"['공원', '산책']",2,4.5,공원,산책,Nan,Nan,Nan
1570,평화의 소녀상,"['공원', '먹다']",1,5.0,공원,먹다,Nan,Nan,Nan
1571,평화의소녀상,['먹다'],1,5.0,먹다,Nan,Nan,Nan,Nan
1572,종로 성당,['역사'],1,3.0,역사,Nan,Nan,Nan,Nan
1574,창신동 네팔 음식거리,"['음식, 식사', '싸다, 저렴하다', '먹다', '요리']",1,5.0,"음식, 식사","싸다, 저렴하다",먹다,요리,요리
1575,마장동 먹자골목,"['싸다, 저렴하다', '먹다', '음식, 식사', '시장']",1,5.0,"싸다, 저렴하다",먹다,"음식, 식사",시장,시장
1576,경리단길,"['음식, 식사', '시장']",2,3.5,"음식, 식사",시장,Nan,Nan,Nan
1577,평화의소녀상,"['먹다', '역사']",1,5.0,먹다,역사,Nan,Nan,Nan
1578,평화의소녀상,"['박물관', '역사']",1,5.0,박물관,역사,Nan,Nan,Nan
1580,천주교 순교성지 새남터 기념성당,['역사'],2,4.5,역사,Nan,Nan,Nan,Nan
1581,평화의소녀상,"['먹다', '공원', '역사']",1,5.0,먹다,공원,역사,Nan,Nan
1582,방학천 문화예술거리,"['공예', '예술', '문화']",1,5.0,공예,예술,문화,Nan,Nan
1583,성내동 쭈꾸미골목,"['음식, 식사', '싸다, 저렴하다', '요리', '먹다', '가격']",3,3.666666667,"음식, 식사","싸다, 저렴하다",요리,먹다,먹다
1585,에버랜드 스피드웨이,"['아이', '음식, 식사', '먹다', '게임', '구매']",1,5.0,아이,"음식, 식사",먹다,게임,게임
1586,평화의소녀상,"['먹다', '역사']",1,5.0,먹다,역사,Nan,Nan,Nan
1587,만화의거리 재미로,['아이'],1,4.0,아이,Nan,Nan,Nan,Nan
1588,평화의소녀상,"['먹다', '역사']",1,5.0,먹다,역사,Nan,Nan,Nan
1589,평화의 소녀상,"['박물관', '먹다', '전쟁', '전시관']",1,5.0,박물관,먹다,전쟁,전시관,전시관
1591,종로타워,"['음식, 식사', '휴식', '먹다', '풍경', '전망대']",6,2.5,"음식, 식사",휴식,먹다,풍경,풍경
1592,평화의 소녀상,"['먹다', '역사']",1,5.0,먹다,역사,Nan,Nan,Nan
1593,평화의 소녀상,"['먹다', '역사']",1,5.0,먹다,역사,Nan,Nan,Nan
1594,평화의 소녀상,['먹다'],1,5.0,먹다,Nan,Nan,Nan,Nan
1595,와룡묘,[],2,4.0,Nan,Nan,Nan,Nan,Nan
1597,평화의 소녀상,['먹다'],1,5.0,먹다,Nan,Nan,Nan,Nan
1598,평화의 소녀상,"['먹다', '음식, 식사']",1,5.0,먹다,"음식, 식사",Nan,Nan,Nan
1599,평화의 소녀상,"['먹다', '공원', '역사']",1,5.0,먹다,공원,역사,Nan,Nan
1600,평화의 소녀상,"['휴식', '먹다']",1,5.0,휴식,먹다,Nan,Nan,Nan
1601,평화의 소녀상,"['먹다', '휴식']",1,5.0,먹다,휴식,Nan,Nan,Nan
1602,양천향교,"['유적지', '산책', '궁전', '역사']",2,4.0,유적지,산책,궁전,역사,역사
1603,평화의 소녀상,['먹다'],1,5.0,먹다,Nan,Nan,Nan,Nan
1604,평화의 소녀상,['먹다'],1,5.0,먹다,Nan,Nan,Nan,Nan
1605,수수보리 아카데미,['재미'],1,5.0,재미,Nan,Nan,Nan,Nan
1606,남인사 마당,['문화'],1,4.0,문화,Nan,Nan,Nan,Nan
1607,역삼동성당,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1608,강북문화예술회관,"['공연', '산책']",1,5.0,공연,산책,Nan,Nan,Nan
1609,그라운드시소 서촌,"['궁전', '자연', '역사']",2,4.0,궁전,자연,역사,Nan,Nan
1614,하동매실거리,"['산책', '구매']",1,4.0,산책,구매,Nan,Nan,Nan
1616,신림동 순대타운,"['먹다', '싸다, 저렴하다', '가격']",1,4.0,먹다,"싸다, 저렴하다",가격,Nan,Nan
1617,전차381호,"['문화', '박물관', '전시관', '아이', '공원', '역사']",1,4.0,문화,박물관,전시관,아이,아이
1619,서울한방진흥센터,"['재미', '박물관', '전시관']",1,4.0,재미,박물관,전시관,Nan,Nan
1620,연화사,"['음식, 식사', '휴식']",2,4.0,"음식, 식사",휴식,Nan,Nan,Nan
1621,청운문학도서관,"['휴식', '박물관']",1,4.0,휴식,박물관,Nan,Nan,Nan
1624,일본국제교류기금 서울문화센터,['문화'],1,4.0,문화,Nan,Nan,Nan,Nan
1625,보광사,['휴식'],1,4.0,휴식,Nan,Nan,Nan,Nan
1626,영휘원과 숭인원,['휴식'],1,4.0,휴식,Nan,Nan,Nan,Nan
1627,삼전도비,"['역사', '산책']",4,3.25,역사,산책,Nan,Nan,Nan
1629,언더스탠드에비뉴,"['쇼핑', '문화', '음식, 식사', '재미']",3,3.666666667,쇼핑,문화,"음식, 식사",재미,재미
1631,서울특별시 교육연구정보원,"['재미', '아이']",1,4.0,재미,아이,Nan,Nan,Nan
1632,석굴암,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1633,강풀만화거리,"['먹다', '음식, 식사', '산책', '재미', '요리']",2,3.5,먹다,"음식, 식사",산책,재미,재미
1634,석호정,"['궁전', '산책']",1,4.0,궁전,산책,Nan,Nan,Nan
1635,북한산영취사,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1636,주한중국문화원,"['문화', '전시관']",1,4.0,문화,전시관,Nan,Nan,Nan
1637,종로홍보관,['전시관'],1,4.0,전시관,Nan,Nan,Nan,Nan
1638,개포2문화센터,"['문화', '싸다, 저렴하다', '강좌', '친구', '가격', '자연']",1,4.0,문화,"싸다, 저렴하다",강좌,친구,친구
1639,목은선생영당,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1640,장충체육관,"['경기', '공원', '역사']",1,4.0,경기,공원,역사,Nan,Nan
1641,소악루,"['박물관', '산책']",2,3.5,박물관,산책,Nan,Nan,Nan
1643,e-스포츠 스타디움,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1644,광희동 중앙아시아거리,"['음식, 식사', '역사', '문화', '싸다, 저렴하다', '쇼핑', '먹다', '관광지']",3,4.0,"음식, 식사",역사,문화,"싸다, 저렴하다","싸다, 저렴하다"
1645,평화의 소녀상,"['먹다', '공원', '역사']",2,4.5,먹다,공원,역사,Nan,Nan
1646,대림 시장,"['시장', '먹다', '싸다, 저렴하다', '비싸다', '음식, 식사']",3,3.333333333,시장,먹다,"싸다, 저렴하다",비싸다,비싸다
1648,장충동 족발골목,[],1,3.0,Nan,Nan,Nan,Nan,Nan
1649,살곶이다리,"['먹다', '역사', '유적지', '관광지']",2,3.0,먹다,역사,유적지,관광지,관광지
1650,몽골타운,"['싸다, 저렴하다', '음식, 식사', '자연', '문화', '관광지']",1,3.0,"싸다, 저렴하다","음식, 식사",자연,문화,문화
1651,호압사,['힐링'],1,3.0,힐링,Nan,Nan,Nan,Nan
1654,최규하대통령가옥,['가족'],1,3.0,가족,Nan,Nan,Nan,Nan
1655,마포주민편익시설,[],1,3.0,Nan,Nan,Nan,Nan,Nan
1656,세곡문화센터,"['싸다, 저렴하다', '강좌', '문화']",1,3.0,"싸다, 저렴하다",강좌,문화,Nan,Nan
1657,이화장,['공원'],1,3.0,공원,Nan,Nan,Nan,Nan
1658,아현동 웨딩드레스거리,['쇼핑'],2,2.5,쇼핑,Nan,Nan,Nan,Nan
1659,리틀 도쿄,"['음식, 식사', '구매']",5,2.8,"음식, 식사",구매,Nan,Nan,Nan
1660,황학정국궁전시관,"['궁전', '관광지', '싸다, 저렴하다', '휴식', '자연']",1,4.0,궁전,관광지,"싸다, 저렴하다",휴식,휴식
1661,강남스타일 말춤 무대,"['관광지', '휴식']",6,2.666666667,관광지,휴식,Nan,Nan,Nan
1662,충무로 애완동물 거리,"['쇼핑', '구매', '돈', '관광지', '전시관', '아이']",12,2.083333333,쇼핑,구매,돈,관광지,관광지
1705,원 데이 코리아 - 당일 투어,"['먹다', '역사', '관광지', '친구', '가족', '음식, 식사', '호텔']",247,4.955465587,먹다,역사,관광지,친구,친구
1706,DMZ 스파이 투어 - 당일 투어,"['역사', '유익하다', '먹다', '관광지', '음식, 식사', '호텔', '전쟁']",122,4.795081967,역사,유익하다,먹다,관광지,관광지
1707,슈퍼 바이크 투어,"['음식, 식사', '먹다', '역사', '관광지', '시장', '재미', '친구']",138,4.884057971,"음식, 식사",먹다,역사,관광지,관광지
1709,타기 트래블 코리아,"['음식, 식사', '재미', '가족', '관광지', '아이', '먹다', '친구']",37,5.0,"음식, 식사",재미,가족,관광지,관광지
1710,아웃도어 코리아,"['싸다, 저렴하다']",1,5.0,"싸다, 저렴하다",Nan,Nan,Nan,Nan
1711,위 사이클 코리아,"['역사', '재미', '친구', '먹다', '관광지', '박물관', '가격']",29,5.0,역사,재미,친구,먹다,먹다
1712,위 라이드,"['역사', '친구', '재미', '음식, 식사', '궁전', '상품', '쇼핑']",10,5.0,역사,친구,재미,"음식, 식사","음식, 식사"
1713,서울 라이딩,"['가족', '친구', '먹다', '음식, 식사']",1,5.0,가족,친구,먹다,"음식, 식사","음식, 식사"
1714,이랜드크루즈,"['음식, 식사', '먹다', '구매', '가격', '분수', '싸다, 저렴하다', '가족']",59,4.050847458,"음식, 식사",먹다,구매,가격,가격
1715,안녕한복,"['싸다, 저렴하다', '가격', '쇼핑', '체험', '가족', '친구', '궁전']",14,5.0,"싸다, 저렴하다",가격,쇼핑,체험,체험
1716,버딩 코리아,"['음식, 식사', '먹다', '풍경', '유익하다', '비싸다', '재미', '싸다, 저렴하다']",20,5.0,"음식, 식사",먹다,풍경,유익하다,유익하다
1717,Bergen travel,"['역사', '시장', '음식, 식사', '궁전', '관광지']",1,5.0,역사,시장,"음식, 식사",궁전,궁전
1718,관악산,"['휴식', '산책', '재미', '풍경', '공원', '친구', '음식, 식사']",26,4.653846154,휴식,산책,재미,풍경,풍경
1719,코리아 투어 플래너,"['음식, 식사', '재미', '친구', '관광지', '먹다', '문화', '호텔']",30,4.833333333,"음식, 식사",재미,친구,관광지,관광지
1720,SA Seoul,"['음식, 식사', '문화']",2,5.0,"음식, 식사",문화,Nan,Nan,Nan
1721,도봉산,"['공원', '재미', '풍경', '아이', '휴식', '관광지', '먹다']",13,4.846153846,공원,재미,풍경,아이,아이
1722,Canyoning Korea,"['재미', '아이', '자연', '커플']",3,5.0,재미,아이,자연,커플,커플
1723,더놀자투어 - 서울 당일 투어,"['역사', '자연', '호텔', '음식, 식사', '친구', '영화', '가족']",6,5.0,역사,자연,호텔,"음식, 식사","음식, 식사"
1724,윈터프렌드,"['호텔', '싸다, 저렴하다', '경기']",4,4.0,호텔,"싸다, 저렴하다",경기,Nan,Nan
1725,안산자락길,"['산책', '공원', '자연', '관광지', '아이', '호텔', '전망대']",7,4.571428571,산책,공원,자연,관광지,관광지
1726,서울 마리나 클럽 & 요트,"['음식, 식사', '가족', '먹다', '가격', '궁전', '문화', '여유']",5,4.0,"음식, 식사",가족,먹다,가격,가격
1727,월드컵 공원,"['공원', '아이', '먹다', '친구', '음식, 식사', '산책', '가족']",7,4.8571428569999995,공원,아이,먹다,친구,친구
1729,코리아 스크터 투어 by SYM 강남,"['친구', '재미', '가격', '휴식', '쇼핑']",5,5.0,친구,재미,가격,휴식,휴식
1730,한복소녀,"['쇼핑', '궁전']",2,5.0,쇼핑,궁전,Nan,Nan,Nan
1731,불암산,"['풍경', '가족', '휴식', '아이']",3,4.666666667,풍경,가족,휴식,아이,아이
1732,그날그한복 북촌점,"['재미', '친구', '쇼핑', '체험']",3,4.666666667,재미,친구,쇼핑,체험,체험
1734,Korea by local(코리아바이로컬),['재미'],2,5.0,재미,Nan,Nan,Nan,Nan
1735,플라이투더스카이,"['재미', '가격', '전망대', '휴식', '체험']",4,4.75,재미,가격,전망대,휴식,휴식
1737,절권도 트레이닝 스튜디오,"['강좌', '재미', '친구', '여유', '휴식', '체험']",3,5.0,강좌,재미,친구,여유,여유
1738,이화교복,"['예술', '쇼핑']",1,5.0,예술,쇼핑,Nan,Nan,Nan
1739,팀맥스어드벤처,"['음식, 식사', '친구', '역사']",4,3.75,"음식, 식사",친구,역사,Nan,Nan
1740,Budapest Cafe,"['음식, 식사', '재미', '먹다', '영화', '호텔']",2,5.0,"음식, 식사",재미,먹다,영화,영화
1741,용마산,"['아이', '공원', '전망대']",1,5.0,아이,공원,전망대,Nan,Nan
1742,코오롱스포렉스,"['재미', '음식, 식사', '궁전']",2,5.0,재미,"음식, 식사",궁전,Nan,Nan
1743,창동문화체육센터,"['싸다, 저렴하다', '가격']",2,5.0,"싸다, 저렴하다",가격,Nan,Nan,Nan
1744,서울세그웨이,"['재미', '활동', '휴식', '유익하다']",2,5.0,재미,활동,휴식,유익하다,유익하다
1745,더 케이 익스트림 홀리데이즈,"['시장', '싸다, 저렴하다', '음식, 식사']",1,5.0,시장,"싸다, 저렴하다","음식, 식사",Nan,Nan
1746,도령아씨 한복대여전문점,"['쇼핑', '궁전', '문화']",2,5.0,쇼핑,궁전,문화,Nan,Nan
1747,주렁주렁 - 타임스퀘어점,"['음식, 식사', '재미', '예술', '아이', '커플', '체험']",1,5.0,"음식, 식사",재미,예술,아이,아이
1748,골든블루마리나 - 서초지점,"['가족', '분수', '커플', '친구']",1,5.0,가족,분수,커플,친구,친구
1749,hanbokdan,"['재미', '가족', '쇼핑', '음식, 식사', '휴식', '자연']",1,5.0,재미,가족,쇼핑,"음식, 식사","음식, 식사"
1751,더 텐트,"['친구', '공원', '가격']",1,5.0,친구,공원,가격,Nan,Nan
1752,고운솔한복대여 북촌점,"['친구', '휴식', '가격']",1,5.0,친구,휴식,가격,Nan,Nan
1754,한강시민공원 광나루수영장,"['아이', '강좌', '음식, 식사', '구매']",1,4.0,아이,강좌,"음식, 식사",구매,구매
1755,나들길,"['공원', '강좌']",1,4.0,공원,강좌,Nan,Nan,Nan
1756,Happy Day Gym,"['휴식', '가격']",1,3.0,휴식,가격,Nan,Nan,Nan
1758,탐라랜드,['친구'],2,1.0,친구,Nan,Nan,Nan,Nan
1759,엔비다이버스,['구매'],8,4.5,구매,Nan,Nan,Nan,Nan
1831,오미 요리연구소,"['요리', '강좌', '음식, 식사', '시장', '친구', '재미', '먹다']",133,4.947368421,요리,강좌,"음식, 식사",시장,시장
1832,쿡코리언,"['요리', '강좌', '음식, 식사', '시장', '재미', '먹다', '친구']",127,4.992125983999999,요리,강좌,"음식, 식사",시장,시장
1834,Hello K Cooking Class,"['요리', '음식, 식사', '강좌', '재미', '시장', '문화', '유익하다']",9,4.8888888889999995,요리,"음식, 식사",강좌,재미,재미
1835,젠김치 코리안 푸드 투어,"['음식, 식사', '역사', '먹다', '재미', '친구', '문화', '관광지']",123,4.837398374,"음식, 식사",역사,먹다,재미,재미
1836,케이 쿠킹클래스,"['요리', '강좌', '음식, 식사', '시장', '재미', '문화', '먹다']",60,5.0,요리,강좌,"음식, 식사",시장,시장
1837,자넷 쿠킹스튜디오 & 서울 푸드 투어,"['음식, 식사', '요리', '시장', '강좌', '먹다', '문화', '재미']",111,5.0,"음식, 식사",요리,시장,강좌,강좌
1838,푸드 앤 컬쳐 아카데미,"['요리', '강좌', '음식, 식사', '재미', '먹다', '친구', '문화']",89,4.95505618,요리,강좌,"음식, 식사",재미,재미
1839,더 리얼 서울,"['음식, 식사', '먹다', '친구', '재미', '문화', '관광지', '호텔']",49,5.0,"음식, 식사",먹다,친구,재미,재미
1840,정이의 쿠킹 클라스,"['요리', '강좌', '음식, 식사', '시장', '먹다', '재미', '친구']",43,4.976744186,요리,강좌,"음식, 식사",시장,시장
